Unnamed: 0,疾病病种,发病数,死亡数,date,year,month,url
4274,猩红热,32.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4275,布鲁氏菌病,16.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4276,淋病,1396.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4277,梅毒,2936.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4278,钩端螺旋体病,4.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4279,血吸虫病,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4280,疟疾,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4281,人感染H7N9禽流感,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4282,新型冠状病毒肺炎,1.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4283,丙类传染病合计,10848.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4284,流行性感冒,532.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4285,流行性腮腺炎,358.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4286,风疹,4.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4287,急性出血性结膜炎,30.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4288,麻风病,1.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4289,斑疹伤寒,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4290,黑热病,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4291,包虫病,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4292,丝虫病,0.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4293,其它感染性腹泻病,8994.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4294,手足口病,929.0,0.0,2020-7,2020,7,http://wsjkw.zj.gov.cn/art/2020/8/24/art_1229123469_2649871.html
4295,甲乙丙类总计,22759.0,27.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4296,甲乙类传染病合计,9417.0,27.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4297,鼠疫,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4298,霍乱,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4299,传染性非典型肺炎,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4300,艾滋病,164.0,22.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4301,病毒性肝炎,1932.0,1.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4302,甲型肝炎,50.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4303,乙型肝炎,1366.0,1.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4304,丙型肝炎,382.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4305,丁型肝炎,1.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4306,戊型肝炎,107.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4307,肝炎未分型,26.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4308,脊髓灰质炎,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4309,人感染高致病性禽流感,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4310,麻疹,4.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4311,流行性出血热,18.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4312,狂犬病,1.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4313,流行性乙型脑炎,2.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4314,登革热,2.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4315,炭疽,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4316,细菌性和阿米巴性痢疾,144.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4317,肺结核,2880.0,4.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4318,伤寒与副伤寒,13.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4319,流行性脑脊髓膜炎,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4320,百日咳,4.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4321,白喉,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4322,新生儿破伤风,1.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4323,猩红热,45.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4324,布鲁氏菌病,11.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4325,淋病,1371.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4326,梅毒,2790.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4327,钩端螺旋体病,22.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4328,血吸虫病,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4329,疟疾,6.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4330,人感染H7N9禽流感,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4331,新型冠状病毒肺炎,7.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4332,丙类传染病合计,13342.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4333,流行性感冒,429.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4334,流行性腮腺炎,336.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4335,风疹,5.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4336,急性出血性结膜炎,46.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4337,麻风病,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4338,斑疹伤寒,1.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4339,黑热病,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4340,包虫病,1.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4341,丝虫病,0.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4342,其它感染性腹泻病,9239.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4343,手足口病,3285.0,0.0,2020-8,2020,8,http://wsjkw.zj.gov.cn/art/2020/9/14/art_1229123469_3799369.html
4344,甲乙丙类总计,25572.0,39.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4345,甲乙类传染病合计,9487.0,39.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4346,鼠疫,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4347,霍乱,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4348,传染性非典型肺炎,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4349,艾滋病,165.0,30.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4350,病毒性肝炎,2022.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4351,甲型肝炎,38.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4352,乙型肝炎,1420.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4353,丙型肝炎,404.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4354,丁型肝炎,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4355,戊型肝炎,128.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4356,肝炎未分型,32.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4357,脊髓灰质炎,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4358,人感染高致病性禽流感,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4359,麻疹,3.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4360,流行性出血热,15.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4361,狂犬病,0.0,1.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4362,流行性乙型脑炎,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4363,登革热,1.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4364,炭疽,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4365,细菌性和阿米巴性痢疾,142.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4366,肺结核,2916.0,8.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4367,伤寒与副伤寒,19.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4368,流行性脑脊髓膜炎,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4369,百日咳,3.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4370,白喉,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4371,新生儿破伤风,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4372,猩红热,46.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4373,布鲁氏菌病,10.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4374,淋病,1406.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4375,梅毒,2718.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4376,钩端螺旋体病,17.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4377,血吸虫病,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4378,疟疾,2.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4379,人感染H7N9禽流感,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4380,新冠肺炎,2.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4381,丙类传染病合计,16085.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4382,流行性感冒,693.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4383,流行性腮腺炎,465.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4384,风疹,1.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4385,急性出血性结膜炎,45.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4386,麻风病,1.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4387,斑疹伤寒,3.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4388,黑热病,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4389,包虫病,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4390,丝虫病,0.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4391,其它感染性腹泻病,8069.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4392,手足口病,6808.0,0.0,2020-9,2020,9,http://wsjkw.zj.gov.cn/art/2020/10/14/art_1229123469_3799582.html
4393,甲乙丙类总计,35269.0,36.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4394,甲乙类传染病合计,8103.0,36.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4395,鼠疫,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4396,霍乱,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4397,传染性非典型肺炎,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4398,艾滋病,102.0,26.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4399,病毒性肝炎,2087.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4400,甲型肝炎,32.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4401,乙型肝炎,1500.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4402,丙型肝炎,326.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4403,丁型肝炎,1.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4404,戊型肝炎,169.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4405,肝炎未分型,59.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4406,脊髓灰质炎,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4407,人感染高致病性禽流感,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4408,麻疹,1.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4409,流行性出血热,26.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4410,狂犬病,0.0,2.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4411,流行性乙型脑炎,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4412,登革热,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4413,炭疽,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4414,细菌性和阿米巴性痢疾,63.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4415,肺结核,2118.0,8.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4416,伤寒与副伤寒,8.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4417,流行性脑脊髓膜炎,1.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4418,百日咳,3.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4419,白喉,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4420,新生儿破伤风,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4421,猩红热,148.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4422,布鲁氏菌病,2.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4423,淋病,1286.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4424,梅毒,2246.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4425,钩端螺旋体病,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4426,血吸虫病,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4427,疟疾,2.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4428,人感染H7N9禽流感,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4429,新冠肺炎,10.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4430,丙类传染病合计,27166.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4431,流行性感冒,972.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4432,流行性腮腺炎,267.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4433,风疹,5.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4434,急性出血性结膜炎,49.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4435,麻风病,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4436,斑疹伤寒,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4437,黑热病,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4438,包虫病,1.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4439,丝虫病,0.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4440,其它感染性腹泻病,15774.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4441,手足口病,10098.0,0.0,2021-1,2021,1,http://wsjkw.zj.gov.cn/art/2021/2/22/art_1229123469_4521691.html
4442,甲乙丙类总计,22475.0,28.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4443,甲乙类传染病合计,6600.0,28.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4444,鼠疫,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4445,霍乱,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4446,传染性非典型肺炎,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4447,艾滋病,85.0,20.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4448,病毒性肝炎,1823.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4449,甲型肝炎,26.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4450,乙型肝炎,1258.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4451,丙型肝炎,294.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4452,丁型肝炎,1.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4453,戊型肝炎,216.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4454,肝炎未分型,28.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4455,脊髓灰质炎,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4456,人感染高致病性禽流感,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4457,麻疹,2.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4458,流行性出血热,9.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4459,狂犬病,1.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4460,流行性乙型脑炎,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4461,登革热,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4462,炭疽,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4463,细菌性和阿米巴性痢疾,82.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4464,肺结核,1738.0,7.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4465,伤寒与副伤寒,4.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4466,流行性脑脊髓膜炎,1.0,1.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4467,百日咳,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4468,白喉,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4469,新生儿破伤风,1.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4470,猩红热,58.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4471,布鲁氏菌病,10.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4472,淋病,961.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4473,梅毒,1816.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4474,钩端螺旋体病,1.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4475,血吸虫病,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4476,疟疾,4.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4477,人感染H7N9禽流感,0.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
4478,新型冠状病毒感染的肺炎,4.0,0.0,2021-2,2021,2,http://wsjkw.zj.gov.cn/art/2021/4/1/art_1229123469_4584282.html
