疾病病种,发病数,死亡数,date
戊型肝炎,241.0,0.0,2021-6
肝炎未分型,50.0,0.0,2021-6
脊髓灰质炎,0.0,0.0,2021-6
人感染高致病性禽流感,0.0,0.0,2021-6
麻疹,2.0,0.0,2021-6
流行性出血热,24.0,0.0,2021-6
狂犬病,0.0,0.0,2021-6
流行性乙型脑炎,0.0,0.0,2021-6
登革热,0.0,0.0,2021-6
炭疽,0.0,0.0,2021-6
细菌性和阿米巴性痢疾,161.0,0.0,2021-6
肺结核,2813.0,3.0,2021-6
伤寒与副伤寒,16.0,0.0,2021-6
流行性脑脊髓膜炎,0.0,0.0,2021-6
百日咳,4.0,0.0,2021-6
白喉,0.0,0.0,2021-6
新生儿破伤风,0.0,0.0,2021-6
猩红热,143.0,0.0,2021-6
布鲁氏菌病,16.0,0.0,2021-6
淋病,1558.0,0.0,2021-6
梅毒,2862.0,0.0,2021-6
钩端螺旋体病,5.0,0.0,2021-6
血吸虫病,0.0,0.0,2021-6
疟疾,7.0,0.0,2021-6
人感染H7N9禽流感,0.0,0.0,2021-6
新冠肺炎,20.0,0.0,2021-6
丙类传染病合计,37289.0,1.0,2021-6
流行性感冒,959.0,0.0,2021-6
流行性腮腺炎,442.0,0.0,2021-6
风疹,8.0,0.0,2021-6
急性出血性结膜炎,49.0,0.0,2021-6
麻风病,2.0,0.0,2021-6
斑疹伤寒,0.0,0.0,2021-6
黑热病,0.0,0.0,2021-6
包虫病,1.0,0.0,2021-6
丝虫病,0.0,0.0,2021-6
其它感染性腹泻病,10838.0,1.0,2021-6
手足口病,24990.0,0.0,2021-6
甲乙丙类总计,43753.0,49.0,2022-11
甲乙类传染病合计,9289.0,49.0,2022-11
鼠疫,0.0,0.0,2022-11
霍乱,0.0,0.0,2022-11
传染性非典型肺炎,0.0,0.0,2022-11
艾滋病,148.0,33.0,2022-11
病毒性肝炎,1965.0,4.0,2022-11
甲型肝炎,39.0,0.0,2022-11
乙型肝炎,1303.0,1.0,2022-11
丙型肝炎,345.0,3.0,2022-11
丁型肝炎,0.0,0.0,2022-11
戊型肝炎,228.0,0.0,2022-11
肝炎未分型,50.0,0.0,2022-11
脊髓灰质炎,0.0,0.0,2022-11
人感染高致病性禽流感,0.0,0.0,2022-11
麻疹,2.0,0.0,2022-11
流行性出血热,15.0,0.0,2022-11
狂犬病,0.0,0.0,2022-11
流行性乙型脑炎,0.0,0.0,2022-11
登革热,0.0,0.0,2022-11
炭疽,0.0,0.0,2022-11
细菌性和阿米巴性痢疾,50.0,0.0,2022-11
肺结核,2384.0,12.0,2022-11
伤寒与副伤寒,5.0,0.0,2022-11
流行性脑脊髓膜炎,0.0,0.0,2022-11
百日咳,119.0,0.0,2022-11
白喉,0.0,0.0,2022-11
新生儿破伤风,0.0,0.0,2022-11
猩红热,248.0,0.0,2022-11
布鲁氏菌病,13.0,0.0,2022-11
淋病,1201.0,0.0,2022-11
梅毒,2373.0,0.0,2022-11
钩端螺旋体病,0.0,0.0,2022-11
血吸虫病,0.0,0.0,2022-11
疟疾,6.0,0.0,2022-11
人感染H7N9禽流感,0.0,0.0,2022-11
新冠肺炎,760.0,0.0,2022-11
丙类传染病合计,34464.0,0.0,2022-11
流行性感冒,23374.0,0.0,2022-11
流行性腮腺炎,372.0,0.0,2022-11
风疹,8.0,0.0,2022-11
急性出血性结膜炎,28.0,0.0,2022-11
麻风病,0.0,0.0,2022-11
斑疹伤寒,1.0,0.0,2022-11
黑热病,0.0,0.0,2022-11
包虫病,2.0,0.0,2022-11
丝虫病,0.0,0.0,2022-11
其它感染性腹泻病,5192.0,0.0,2022-11
手足口病,5487.0,0.0,2022-11
甲乙丙类总计,27653.0,20.0,2022-2
甲乙类传染病合计,6520.0,20.0,2022-2
鼠疫,0.0,0.0,2022-2
霍乱,0.0,0.0,2022-2
传染性非典型肺炎,0.0,0.0,2022-2
艾滋病,71.0,14.0,2022-2
病毒性肝炎,1688.0,0.0,2022-2
甲型肝炎,22.0,0.0,2022-2
乙型肝炎,1089.0,0.0,2022-2
丙型肝炎,295.0,0.0,2022-2
丁型肝炎,1.0,0.0,2022-2
戊型肝炎,251.0,0.0,2022-2
肝炎未分型,30.0,0.0,2022-2
脊髓灰质炎,0.0,0.0,2022-2
人感染高致病性禽流感,0.0,0.0,2022-2
麻疹,0.0,0.0,2022-2
流行性出血热,7.0,0.0,2022-2
狂犬病,0.0,0.0,2022-2
流行性乙型脑炎,0.0,0.0,2022-2
登革热,0.0,0.0,2022-2
炭疽,0.0,0.0,2022-2
细菌性和阿米巴性痢疾,69.0,0.0,2022-2
肺结核,1617.0,6.0,2022-2
伤寒与副伤寒,5.0,0.0,2022-2
流行性脑脊髓膜炎,1.0,0.0,2022-2
百日咳,213.0,0.0,2022-2
白喉,0.0,0.0,2022-2
新生儿破伤风,0.0,0.0,2022-2
猩红热,73.0,0.0,2022-2
布鲁氏菌病,7.0,0.0,2022-2
淋病,895.0,0.0,2022-2
梅毒,1831.0,0.0,2022-2
钩端螺旋体病,1.0,0.0,2022-2
血吸虫病,0.0,0.0,2022-2
疟疾,4.0,0.0,2022-2
人感染H7N9禽流感,0.0,0.0,2022-2
新型冠状病毒肺炎,38.0,0.0,2022-2
丙类传染病合计,21133.0,0.0,2022-2
流行性感冒,11507.0,0.0,2022-2
流行性腮腺炎,154.0,0.0,2022-2
风疹,1.0,0.0,2022-2
急性出血性结膜炎,30.0,0.0,2022-2
麻风病,1.0,0.0,2022-2
斑疹伤寒,1.0,0.0,2022-2
黑热病,0.0,0.0,2022-2
包虫病,1.0,0.0,2022-2
丝虫病,0.0,0.0,2022-2
其它感染性腹泻病,7852.0,0.0,2022-2
手足口病,5487.0,0.0,2022-2
甲乙丙类总计,224003.0,42.0,2022-7
甲乙类传染病合计,10383.0,42.0,2022-7
鼠疫,0.0,0.0,2022-7
霍乱,0.0,0.0,2022-7
传染性非典型肺炎,0.0,0.0,2022-7
艾滋病,134.0,21.0,2022-7
病毒性肝炎,2181.0,0.0,2022-7
甲型肝炎,44.0,0.0,2022-7
乙型肝炎,1386.0,0.0,2022-7
丙型肝炎,496.0,0.0,2022-7
丁型肝炎,0.0,0.0,2022-7
戊型肝炎,205.0,0.0,2022-7
肝炎未分型,50.0,0.0,2022-7
脊髓灰质炎,0.0,0.0,2022-7
人感染高致病性禽流感,0.0,0.0,2022-7
麻疹,0.0,0.0,2022-7
流行性出血热,11.0,0.0,2022-7
狂犬病,0.0,0.0,2022-7
流行性乙型脑炎,0.0,0.0,2022-7
登革热,0.0,0.0,2022-7
炭疽,0.0,0.0,2022-7
细菌性和阿米巴性痢疾,135.0,0.0,2022-7
肺结核,2802.0,21.0,2022-7
伤寒与副伤寒,8.0,0.0,2022-7
流行性脑脊髓膜炎,0.0,0.0,2022-7
百日咳,463.0,0.0,2022-7
白喉,0.0,0.0,2022-7
新生儿破伤风,0.0,0.0,2022-7
猩红热,120.0,0.0,2022-7
布鲁氏菌病,26.0,0.0,2022-7
淋病,1329.0,0.0,2022-7
梅毒,3130.0,0.0,2022-7
钩端螺旋体病,2.0,0.0,2022-7
血吸虫病,0.0,0.0,2022-7
疟疾,2.0,0.0,2022-7
人感染H7N9禽流感,0.0,0.0,2022-7
新型冠状病毒肺炎,40.0,0.0,2022-7
丙类传染病合计,213620.0,0.0,2022-7
流行性感冒,194050.0,0.0,2022-7
流行性腮腺炎,355.0,0.0,2022-7
风疹,6.0,0.0,2022-7
急性出血性结膜炎,29.0,0.0,2022-7
麻风病,1.0,0.0,2022-7
斑疹伤寒,1.0,0.0,2022-7
黑热病,0.0,0.0,2022-7
包虫病,0.0,0.0,2022-7
丝虫病,0.0,0.0,2022-7
其它感染性腹泻病,8345.0,0.0,2022-7
手足口病,5487.0,0.0,2022-7
甲乙丙类总计,71139.0,33.0,2023-7
甲乙类传染病合计,9532.0,33.0,2023-7
鼠疫,0.0,0.0,2023-7
霍乱,0.0,0.0,2023-7
传染性非典型肺炎,0.0,0.0,2023-7
艾滋病,136.0,19.0,2023-7
病毒性肝炎,2124.0,3.0,2023-7
甲型肝炎,47.0,0.0,2023-7
乙型肝炎,1390.0,0.0,2023-7
丙型肝炎,420.0,3.0,2023-7
丁型肝炎,1.0,0.0,2023-7
戊型肝炎,214.0,0.0,2023-7
肝炎未分型,52.0,0.0,2023-7
脊髓灰质炎,0.0,0.0,2023-7
人感染高致病性禽流感,0.0,0.0,2023-7
麻疹,3.0,0.0,2023-7
流行性出血热,7.0,0.0,2023-7
狂犬病,2.0,1.0,2023-7
流行性乙型脑炎,1.0,0.0,2023-7
登革热,37.0,0.0,2023-7
炭疽,0.0,0.0,2023-7
细菌性和阿米巴性痢疾,120.0,0.0,2023-7
肺结核,2613.0,10.0,2023-7
伤寒与副伤寒,11.0,0.0,2023-7
流行性脑脊髓膜炎,0.0,0.0,2023-7
百日咳,108.0,0.0,2023-7
白喉,0.0,0.0,2023-7
新生儿破伤风,0.0,0.0,2023-7
猩红热,112.0,0.0,2023-7
布鲁氏菌病,18.0,0.0,2023-7
淋病,1311.0,0.0,2023-7
梅毒,2912.0,0.0,2023-7
钩端螺旋体病,4.0,0.0,2023-7
血吸虫病,1.0,0.0,2023-7
疟疾,12.0,0.0,2023-7
人感染H7N9禽流感,0.0,0.0,2023-7
丙类传染病合计,61607.0,0.0,2023-7
流行性感冒,1692.0,0.0,2023-7
流行性腮腺炎,328.0,0.0,2023-7
风疹,0.0,0.0,2023-7
急性出血性结膜炎,39.0,0.0,2023-7
麻风病,0.0,0.0,2023-7
斑疹伤寒,1.0,0.0,2023-7
黑热病,0.0,0.0,2023-7
包虫病,0.0,0.0,2023-7
丝虫病,0.0,0.0,2023-7
其它感染性腹泻病,9915.0,0.0,2023-7
手足口病,49632.0,0.0,2023-7
